Go.	Va !
We got ready.	Nous nous sommes apprêtés.
We got ready.	Nous nous sommes apprêtées.
We have wine.	Nous avons du vin.
We live here.	Nous vivons ici.
We met today.	Nous nous sommes rencontrés aujourd'hui.
We met today.	Nous nous sommes rencontrées aujourd'hui.
We might die.	Il se pourrait que nous mourions.
We must obey.	Il nous faut obéir.
We must talk.	Il nous faut discuter.
We must talk.	Il faut que nous discutions.
We must wait.	Il nous faut attendre.
We need both.	Nous avons besoin des deux.
We need help.	Nous avons besoin d'aide.
We need rest.	Nous avons besoin de repos.
We need time.	Il nous faut du temps.
We needed it.	Nous en avions besoin.
We overslept.	Nous n'avons pas entendu le réveil.
We overslept.	Nous n'entendîmes pas le réveil.
We sat there.	Nous nous sommes assis là-bas.
We should go.	Nous devrions partir.
We succeeded!	Nous avons réussi !
We succeeded.	Nous avons réussi.
We surrender.	Nous nous rendons.
We trust him.	Nous avons confiance en lui.
We want jobs.	Nous voulons des emplois.
We were busy.	Nous étions occupés.
We were busy.	Nous étions occupées.
We'll attack.	Nous attaquerons.
We'll attend.	Nous y assisterons.
We'll decide.	Nous déciderons.
We'll follow.	Nous suivrons.
We'll manage.	Nous y arriverons.
We'll manage.	Nous nous débrouillerons.
We'll manage.	Nous gèrerons.
We'll starve.	Nous mourrons de faim.
We're a team.	Nous sommes une équipe.
We're adults.	Nous sommes des adultes.
We're all OK.	Nous allons tous bien.
We're at war.	Nous sommes en guerre.
We're biased.	Notre point de vue est biaisé.
We're biased.	Nous avons des préjugés.
We're buying.	Nous achetons.
We're closed.	Nous sommes fermés.
We're coming.	Nous venons.
We're dating.	Nous sortons ensemble.
We're doomed.	Nous sommes condamnés.
We're hiding.	Nous nous cachons.
We're inside.	Nous sommes à l'intérieur.
We're joking.	Nous plaisantons.
We're losing.	Nous perdons.
We're losing.	Nous sommes en train de perdre.
We're moving.	Nous sommes en train de bouger.
We're normal.	Nous sommes normaux.
We're normal.	Nous sommes normales.
We're paying.	Nous sommes en train de payer.
We're pooped.	Nous sommes crevés.
We're pooped.	Nous sommes crevées.
We're ruined.	Nous sommes ruinés.
We're ruined.	Nous sommes ruinées.
We're shaken.	Nous sommes remués.
We're shaken.	Nous sommes remuées.
We're sneaky.	Nous sommes sournois.
We're sneaky.	Nous sommes sournoises.
We're strong.	Nous sommes forts.
We're strong.	Nous sommes fortes.
We're trying.	Nous essayons.
Welcome back.	Sois de nouveau le bienvenu !
Welcome back.	Sois de nouveau la bienvenue !
Welcome back.	Soyez de nouveau le bienvenu !
Welcome back.	Soyez de nouveau la bienvenue !
Welcome home.	Bienvenue à la maison.
What a loser!	Quel raté !
What a loser!	Quel naze !
What a night!	Quelle nuit !
What a night!	Quelle soirée !
What a phony!	Quel charlatan !
What a shame!	Quelle honte !
What a shame!	Dommage !
What a shock!	Quel choc !
What a waste!	Quel gâchis !
What a woman!	Quelle femme !
What is love?	Qu'est-ce que l'amour ?
What is love?	Qu'est l'amour ?
What is that?	Qu'est-ce que c'est que ça ?
What is that?	Qu'est-ce ?
What is that?	Qu'est-ce que c'est?
What is this?	Qu’est-ce que c’est ?
What is this?	Qu'est ceci ?
What's wrong?	Qu'est-ce qui ne va pas ?
Where is she?	Où est-elle ?
Who are they?	Qui sont-ils ?
Who are they?	Qui sont-elles ?
Who broke it?	Qui l'a cassé ?
Who built it?	Qui l'a construit ?
Who built it?	Qui l'a bâti ?
Who built it?	Qui l'a construite ?
Who built it?	Qui l'a bâtie ?
Who did this?	Qui a fait ça ?
Who has come?	Qui est venu ?
Who sent you?	Qui t'a envoyé ?
Who sent you?	Qui t'a envoyée ?
Who sent you?	Qui vous a envoyé ?
Who sent you?	Qui vous a envoyée ?
Who told you?	Qui vous l'a dit ?
Who told you?	Qui vous l'a raconté ?
Who vanished?	Qui a disparu ?
Who vanished?	Qui s'est éclipsé ?
Who wants it?	Qui veut ça ?
Who wants it?	Qui en veut ?
Who wants it?	Qui le veut ?
Who was here?	Qui était ici ?
Who will pay?	Qui va payer ?
Who will pay?	Qui paiera ?
Who will win?	Qui va gagner ?
Who's coming?	Qui vient ?
Who's hungry?	Qui a faim ?
Why not both?	Pourquoi pas les deux ?
Will he live?	Vivra-t-il ?
Wish me luck.	Souhaite-moi chance !
Wish me luck.	Souhaitez-moi chance !
Write in ink.	Ecrivez à l'encre.
Write to Tom.	Écris à Tom.
Write to Tom.	Écrivez à Tom.
Years passed.	Des années ont passé.
You amuse me.	Tu m'amuses.
You are good.	Vous êtes bon.
You are good.	Vous êtes bonne.
You are good.	Vous êtes bons.
You are good.	Vous êtes bonnes.
You are good.	Tu es bon.
You are good.	Tu es bonne.
You are late.	Tu es en retard.
You are late.	Vous êtes en retard.
You are rich.	Vous êtes riches.
You can come.	Tu peux te joindre.
You can come.	Vous pouvez venir.
You can help.	Tu peux aider.
You can rest.	Vous pouvez vous reposer.
You did this.	Tu as fais ceci.
You did this.	Vous avez fait ceci.
You go first.	Vas-y d'abord.
You go first.	Allez-y.
You go first.	Je vous en prie.
You go first.	Toi d'abord.
You go first.	Vous en premier.
You go first.	Je t'en prie.
You hurt him.	Tu l'as blessé.
You look fat.	Vous avez l'air gros.
You look fat.	Tu as l'air gros.
You look fat.	Tu as l'air grosse.
You look fat.	Vous avez l'air grosse.
You may swim.	Vous pouvez nager.
You may swim.	Tu peux nager.
You may swim.	Tu as la permission de nager.
You promised.	Tu as promis.
You promised.	Vous avez promis.
You scare me.	Tu me fais peur.
You scare me.	Vous me faites peur.
You were shy.	Tu étais timide.
You were shy.	Vous étiez timide.
You will die.	Tu mourras.
You'll be OK.	Ça ira.
You're bossy.	Tu joues au chef.
You're bossy.	Tu fais le chef.
You're crazy.	Tu es fou.
You're cruel.	Tu es cruelle.
You're cruel.	Tu es cruel.
You're cruel.	Vous êtes cruelle.
You're cruel.	Vous êtes cruelles.
You're cruel.	Vous êtes cruel.
You're cruel.	Vous êtes cruels.
You're early.	Tu viens tôt.
You're early.	Vous êtes matinal.
You're early.	Vous êtes matinale.
You're early.	Tu es matinal.
You're early.	Tu es matinale.
You're early.	Tu es en avance.
You're early.	Vous êtes en avance.
You're fired.	Tu es viré.
You're fired.	Tu es licencié.
You're first.	Tu es en premier.
You're first.	Tu passes en premier.
You're first.	Vous êtes en premier.
You're funny.	T'es marrante.
You're funny.	T'es marrant.
You're funny.	Vous êtes marrants.
You're funny.	Vous êtes marrantes.
You're funny.	Vous êtes marrant.
You're funny.	Vous êtes marrante.
You're fussy.	Tu es difficile.
You're fussy.	Tu fais des manières.
You're fussy.	Vous faites des manières.
You're gross!	Tu es malpoli !
You're lying!	Tu mens !
You're lying!	Vous mentez !
You're lying.	Vous mentez.
You're moody.	Tu es lunatique.
You're naive.	Tu es naïf.
You're naive.	Tu es naïve.
You're naive.	Vous êtes naïf.
You're naive.	Vous êtes naïve.
You're naive.	Vous êtes naïfs.
You're naive.	Vous êtes naïves.
You're quiet.	Tu es calme.
You're quiet.	Tu es tranquille.
You're right.	Tu as raison.
You're silly.	Tu es idiot.
You're silly.	Vous êtes idiot.
You're silly.	Vous êtes idiote.
You're silly.	Tu es idiote.
You're silly.	Vous êtes idiots.
You're silly.	Vous êtes idiotes.
You're stuck.	T'es planté.
You're stuck.	T'es plantée.
You're stuck.	Vous êtes plantés.
You're stuck.	Vous êtes plantées.
You're stuck.	Vous êtes plantée.
You're stuck.	Vous êtes planté.
You're tough.	Tu es dure.
You're tough.	Tu es dur.
You're tough.	Vous êtes dur.
You're tough.	Vous êtes dure.
You're tough.	Vous êtes durs.
You're tough.	Vous êtes dures.
You're upset.	Tu es contrariée.
You're upset.	Tu es contrarié.
You're weird.	Tu es bizarre.
You're weird.	Vous êtes bizarre.
You're weird.	Vous êtes bizarres.
You're wrong.	Tu es dans l'erreur.
You're wrong.	Tu as tort.
You're young.	Tu es jeune.
You're young.	Vous êtes jeune.
You're young.	Vous êtes jeunes.
You've tried.	Tu as essayé.
You've tried.	Vous avez essayé.
A car hit Tom.	Tom a été heurté par une voiture.
A car hit Tom.	Tom a été renversé par une voiture.
A car went by.	Une voiture passa.
Ain't he cute?	N'est-il pas mignon ?
Air the futon.	Aère le futon !
Air the futon.	Aérez le futon !
Am I dreaming?	Suis-je en train de rêver ?
Am I included?	Suis-je inclus ?
Am I included?	Suis-je incluse ?
Am I mistaken?	Est-ce que je me trompe ?
Am I talented?	Suis-je doté de talent ?
Am I talented?	Ai-je du talent ?
Any questions?	Des questions ?
Any questions?	De quelconques questions ?
Anything else?	Autre chose ?
Are they busy?	Sont-elles occupées ?
Are they busy?	Sont-ils occupées ?
Are they cops?	C'est des flics ?
Are they cops?	Sont-ils flics ?
Are they cops?	Sont-ils des flics ?
Are you a cop?	Êtes-vous flic ?
Are you alone?	Es-tu seul ?
Are you alone?	Es-tu seule ?
Are you alone?	Êtes-vous seul ?
Are you alone?	Êtes-vous seule ?
Are you angry?	Êtes-vous en colère ?
Are you angry?	Tu es fâché ?
Are you awake?	Es-tu réveillé?
Are you awake?	Es-tu réveillée?
Are you blind?	Êtes-vous aveugle ?
Are you blind?	Es-tu aveugle ?
Are you bored?	Vous ennuyez-vous ?
Are you bored?	T'ennuies-tu ?
Are you crazy?	Es-tu fou ?
Are you crazy?	Tu es folle ?
Are you crazy?	Es-tu folle ?
Are you happy?	Êtes-vous contents ?
Are you happy?	Êtes-vous heureux ?
Are you happy?	Es-tu content ?
Are you happy?	Êtes-vous content ?
Are you happy?	Es-tu contente ?
Are you happy?	Êtes-vous contente ?
Are you happy?	Êtes-vous contentes ?
Are you happy?	Êtes-vous heureuses ?
Are you ready?	Es-tu prêt ?
Are you ready?	Êtes-vous prêt ?
Are you ready?	Es-tu prête ?
Are you ready?	Êtes-vous prêts ?
Are you ready?	Êtes-vous prêt ?
Are you ready?	Êtes-vous prête ?
Are you there?	T'es là ?
Are you there?	Vous êtes là ?
Are you there?	T’es là ?
Are you tired?	Êtes-vous fatigué ?
Are you tired?	Êtes-vous fatigués ?
Are you tired?	Êtes-vous las ?
Are you tired?	Êtes-vous lasses ?
Are you tired?	Êtes-vous fatiguées ?
Are you tired?	Êtes-vous fatiguée ?
Are you young?	Êtes-vous jeune ?
Are you young?	Es-tu jeune ?
Are you young?	Êtes-vous jeunes ?
Be a good boy.	Sois un chic type !
Be a good boy.	Soyez un chic type !
Be a good boy.	Sois un bon garçon !
Be a good boy.	Soyez un bon garçon !
Be respectful.	Sois respectueuse !
Be respectful.	Sois respectueux !
Be respectful.	Soyez respectueuse !
Be respectful.	Soyez respectueux !
Be respectful.	Soyez respectueuses !
Beat it, kids!	Dégagez, les gamins !
Beware of dog.	Attention au chien !
Bring a lunch.	Apporte à déjeuner !
Bring a lunch.	Apporte à dîner !
Bring it here.	Apporte-le ici.
Bring it here.	Apportez-le ici.
Bring the key.	Apporte la clé.
Bring the key.	Emmène la clé.
Call a doctor.	Appelle un médecin !
Call security!	Appelez la sécurité !
Call security!	Appelle la sécurité !
Call the cops.	Appelle les flics !
Call the cops.	Appellez les flics !
Can I ask who?	Puis-je demander qui ?
Can I ask why?	Puis-je demander pourquoi ?
Can I come in?	Puis-je entrer ?
Can I come in?	Puis-je entrer ?
Can he see me?	Est-il en mesure de me voir ?
Can he see me?	Peut-il me voir ?
Can he see us?	Peut-il nous voir ?
Can he see us?	Est-il en mesure de nous voir ?
Can you drive?	Sais-tu conduire ?
Can you pitch?	Sais-tu lancer ?
Can you pitch?	Sais-tu donner le ton ?
Can you pitch?	Savez-vous lancer ?
Can you pitch?	Savez-vous donner le ton ?
Can you skate?	Sais-tu patiner ?
Cats are cute.	Les chats sont mignons.
Check, please.	Vérifie, s'il te plaît.
Check, please.	L'addition, s'il vous plait.
Check, please.	J'aimerais la note, je vous prie.
Clean that up.	Nettoyez ça.
Close the box.	Ferme la boîte.
Close the box.	Fermez la boîte.
Come right in.	Entrez, je vous prie.
Cook the rice.	Cuisez le riz.
Could I do it?	Pourrais-je le faire ?
Could I do it?	Serais-je capable de le faire ?
Could I do it?	Serais-je en mesure de le faire ?
Could we walk?	Pourrions-nous marcher ?
Crime is down.	La criminalité est en baisse.
Crime is down.	C'est la criminalité qui est en baisse.
Dance with me.	Danse avec moi.
Dance with me.	Dansez avec moi.
Did I ask you?	Vous l'ai-je demandé ?
Did I ask you?	Te l'ai-je demandé ?
Did I blow it?	Est-ce que j'ai vendu la mèche ?
Did I blow it?	Est-ce que je l'ai foiré ?
Did I do that?	Ai-je fait cela ?
Did Tom drown?	Tom s'est-il noyé ?
Did Tom fight?	Tom s'est-il battu ?
Did that work?	Ça a marché ?
Did that work?	Est-ce que ça a marché ?
Did that work?	Ça a fonctionné ?
Did you do it?	L'as-tu fait ?
Did you do it?	L'avez-vous fait ?
Do I know him?	Je le connais ?
Do I know you?	Est-ce que je te connais ?
Do I know you?	Est-ce que je vous connais ?
Do I look fat?	Ai-je l'air gros ?
Do I look old?	Ai-je l'air vieux ?
Do I look old?	Ai-je l'air vieille ?
Do cats dream?	Les chats rêvent-ils ?
Do fish sleep?	Les poissons dorment-ils ?
Do it at once.	Fais-le immédiatement !
Do it at once.	Faites-le immédiatement.
Do it quickly.	Fais-le vite !
Do it quickly.	Faites-le vite !
Do me a favor.	Fais-moi une faveur.
Do what I say.	Fais ce que je dis.
Do what I say.	Faites ce que je dis.
Do you follow?	Est-ce que tu suis ?
Do you follow?	Est-ce que vous suivez ?
Do you get it?	Tu captes ?
Do you get it?	Vous captez ?
Do you get it?	Tu piges ?
Do you get it?	Vous pigez ?
Do you get it?	Pigez-vous ?
Do you get it?	Est-ce que vous captez ?
Do you get it?	Est-ce que tu captes ?
Do you see me?	Me vois-tu ?
Do you see me?	Me voyez-vous ?
Don't be late.	Ne sois pas en retard.
Don't be long.	Ne sois pas long.
Don't be mean.	Ne sois pas mesquin !
Don't be mean.	Ne sois pas mesquine !
Don't be mean.	Ne soyez pas mesquin !
Don't be mean.	Ne soyez pas mesquine !
Don't be rude.	Ne sois pas impoli !
Don't be rude.	Ne sois pas impolie !
Don't be rude.	Ne soyez pas impoli !
Don't be rude.	Ne soyez pas impolie !
Don't call me.	Ne m'appelle pas.
Don't deny it.	Ne le nie pas !
Don't deny it.	Ne le niez pas !
Don't despair.	Ne désespérez pas !
Don't despair.	Ne désespère pas !
Don't do that.	Ne fais pas ça.
Don't do that.	Ne faites pas ça.
Don't do this.	Ne fais pas ça !
Don't do this.	Ne faites pas ça !
Don't get fat.	Ne deviens pas gras.
Don't get fat.	Ne grossis pas.
Don't give up!	N'abandonne pas !
Don't give up.	N'abandonne pas.
Don't give up.	N'abandonnez pas.
Don't give up.	Ne laisse pas tomber.
Don't give up.	Ne laissez pas tomber.
Don't hurt me.	Ne me fais pas de mal !
Don't kill me.	Ne me tue pas !
Don't kill me.	Ne me tuez pas !
Don't mock me.	Ne te moque pas de moi.
Don't push it.	Ne pousse pas le bouchon !
Don't push it.	Ne le pousse pas !
Don't push it.	Ne poussez pas le bouchon !
Don't push it.	Pousse pas le bouchon !
Don't push it.	Poussez pas le bouchon !
Don't push me!	Ne me pousse pas !
Don't push me!	Ne me poussez pas !
Don't push me.	Ne me pousse pas !
Don't push me.	Ne me poussez pas !
Don't sass me.	Ne sois pas impertinent à mon égard.
Don't tell me.	Ne me le dis pas.
Don't tell me.	M'en parle pas.
Don't wait up.	Ne veille pas.
Don't wait up.	Ne veillez pas.
Draw a circle.	Trace un cercle.
Draw a circle.	Trace un cercle !
Draw a circle.	Tracez un cercle !
Drink it down.	Bois-le !
Drink it down.	Buvez-le !
Drop your gun!	Laisse tomber ton arme !
Drop your gun!	Laissez tomber votre arme !
Dry your eyes.	Sèche tes larmes.
Dry your eyes.	Essuie tes yeux.
Eat and drink.	Mangez et buvez.
Eat and drink.	Mange et bois.
Eat something.	Mange quelque chose !
Eat something.	Mangez quelque chose !
Everyone dies.	Tout le monde meurt.
Everyone wins.	Tout le monde y gagne.
Feed the bird!	Nourris l'oiseau !
Feed the bird!	Nourris l'oiseau !
Get a haircut.	Va te faire couper les cheveux !
Get back here.	Reviens ici !
Get back here.	Revenez ici !
Get off of me.	Lâche-moi.
Get some rest.	Prenez quelque repos !
Get your coat.	Prends ton manteau.
Get your gear.	Va chercher ton matériel !
Get your gear.	Allez chercher votre matériel !
Get your gear.	Va chercher ta tenue !
Get your gear.	Allez chercher votre tenue !
Get your gear.	Va chercher tes affaires !
Get your gear.	Allez chercher vos affaires !
Give him time.	Donne-lui du temps.
Give it to me!	Donne-le-moi !
Give it to me.	Donnez-le-moi.
Give it to me.	Donne-le-moi.
Give it to me.	Donne-la-moi.
Give it to me.	Donnez-la-moi.
Give me a few.	Donne-m'en quelques-uns.
Give me a hug.	Serre-moi dans tes bras !
Give me a hug.	Serrez-moi dans vos bras !
God bless you!	Que Dieu te bénisse !
God bless you!	Dieu vous bénisse !
God bless you!	Dieu te bénisse !
God bless you!	Que Dieu vous bénisse !
God knows why.	Dieu sait pourquoi.
Guess who won.	Devine qui a gagné.
Guess who won.	Devinez qui a gagné.
Hand it to me.	Passe-le-moi.
Hang on tight!	Accroche-toi bien !
Hang on tight!	Accrochez-vous bien !
Hang on tight.	Accroche-toi bien !
Hang on tight.	Accrochez-vous bien !
Have a cookie.	Prends un biscuit !
Have him come.	Fais-le venir.
Have some ham.	Prends du jambon.
Have some ham.	Prenez du jambon.
He broke them.	Il les a cassés.
He broke them.	Il les a cassées.
He can't sing.	Il est incapable de chanter.
He can't sing.	Il ne sait pas chanter.
He can't swim.	Il ne sait pas nager.
He cheated me.	Il m'a trompé.
He cracked up.	Il a pété les plombs.
He cracked up.	Il a disjoncté.
He drank beer.	Il but de la bière.
He drank beer.	Il a bu de la bière.
He dropped it.	Il laissa tomber.
He dug a hole.	Il a creusé un trou.
He eats a lot.	Il mange beaucoup.
He feels hurt.	Il se sent blessé.
He fooled her.	Il la dupa.
He got caught.	Il se fit prendre.
He got caught.	Il s'est fait prendre.
He has a book.	Il a un livre.
He has a book.	Il dispose d'un livre.
He has a cold.	Il a attrapé froid.
He has a maid.	Il a une femme de ménage.
He has a maid.	Il a une servante.
